   31-Oct-2019 13:23:47

=============================================================================
Please enter the name of the location you are interested in: [noh][ugn][ord] 
ord

temp_table

temp_table =

  21976×12 <a href="matlab:helpPopup table" style="font-weight:bold">table</a>

    <strong>Var1</strong>        <strong>Date</strong>       <strong>max</strong>    <strong>min</strong>      <strong>mean</strong>         <strong>dewpt</strong>       <strong>windS</strong>     <strong>windD</strong>      <strong>peak</strong>      <strong>atm</strong>       <strong>sea</strong>      <strong>precip</strong>
    <strong>_____</strong>    <strong>__________</strong>    <strong>___</strong>    <strong>___</strong>    <strong>_________</strong>    <strong>_________</strong>    <strong>_______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>

      291    1959-08-19     92     68       81.042       67.167      7.625    163.42       NaN    996.64    1018.8        0 
      292    1959-08-20     92     75       83.167       71.958     11.083    210.29       NaN    994.57    1016.6        0 
      293    1959-08-21     96     75         84.5       72.417     10.458    222.54       NaN    992.51    1014.5        0 
      294    1959-08-22     96     76       85.292       71.917     8.5417    230.92       NaN    992.55    1014.5        0 
      295    1959-08-23     94     76       83.292        71.25     10.542    239.33       NaN    994.23    1016.3        0 
      296    1959-08-24     90     73        81.75       70.625     7.0833    165.29       NaN     996.8    1018.9        0 
      297    1959-08-25     95     74        84.25       70.833     9.0833    208.33       NaN    994.51    1016.5        0 
      298    1959-08-26     94     75       82.261       69.833     10.875    230.75       NaN    990.86    1012.9     0.19 
      299    1959-08-27     91     73       80.208       69.542     11.958    202.67       NaN    990.47    1012.5        0 
      300    1959-08-28     92     73       80.565       70.833     9.7917    222.42       NaN     989.5    1011.5     0.01 
      301    1959-08-29     90     71       79.167       69.478     4.7917    130.09       NaN    988.18    1010.2        0 
      302    1959-08-30     86     72       77.792         68.5        7.5    224.27       NaN    988.05    1010.1        0 
      303    1959-08-31     80     69       73.167       63.957     10.458    110.92       NaN    989.49    1011.5        0 
      304    1959-09-01     76     70       72.917       63.667      7.875    66.652       NaN    987.62    1009.8        0 
      305    1959-09-02     80     62       69.958       56.958         12    260.43       NaN    987.31    1009.6        0 
      306    1959-09-03     84     55       70.042       47.375     11.708    238.46       NaN    993.72    1016.1        0 
      307    1959-09-04     89     62       75.042       59.083     7.7917    212.13       NaN    996.17    1018.5        0 
      308    1959-09-05     92     65       79.292       56.417         10    153.96       NaN    995.42    1017.5        0 
      309    1959-09-06     93     71       81.458       65.875     14.417     191.5       NaN    991.58    1013.6        0 
      310    1959-09-07     96     73       83.583        67.25     13.417    205.58       NaN    992.59    1014.6        0 
      311    1959-09-08     94     72       83.167       67.083     11.083     191.5       NaN    994.84    1016.9        0 
      312    1959-09-09     94     69        81.75       64.958     14.208       227       NaN    993.64    1015.6        0 
      313    1959-09-10     67     54       60.917       42.375      17.25     250.5       NaN    1001.4    1024.1        0 
      314    1959-09-11     65     57       60.667       46.042      9.375      86.5       NaN    1005.7    1028.7        0 
      315    1959-09-12     72     52       62.417        49.75     4.6667     148.6       NaN    1005.6    1028.5        0 
      316    1959-09-13     74     57       65.583       53.625      7.875    155.04       NaN    1003.6    1026.3        0 
      317    1959-09-14     77     55       66.875       53.667     5.0417    177.22       NaN    995.12    1017.6        0 
      318    1959-09-15     64     54       59.375       50.917     13.667    104.29       NaN     990.7    1013.2        0 
      319    1959-09-16     56     51       53.458       38.042     12.833    78.167       NaN    998.88    1021.8        0 
      320    1959-09-17     59     47       52.333       34.417     5.1667     146.5       NaN    1005.4    1028.7        0 
      321    1959-09-18     64     44       55.042       38.583     5.7083    201.79       NaN    1006.7    1029.9        0 
      322    1959-09-19     70     56       64.125        43.25      8.875    141.71       NaN    1004.6    1027.4        0 
      323    1959-09-20     90     65       76.333       56.958     15.833    200.79       NaN    997.35    1019.8        0 
      324    1959-09-21     85     67       73.125       63.833     16.042    221.54       NaN    993.59    1015.8     0.47 
      325    1959-09-22     89     67       77.708       65.458     14.667    210.29       NaN    992.48    1014.7        0 
      326    1959-09-23     81     68       75.292       62.208         13    222.46       NaN    995.63    1017.8        0 
      327    1959-09-24     71     60       64.708        56.75      8.875    81.833       NaN    1000.2    1022.8     0.52 
      328    1959-09-25     85     64       73.833       60.542     12.417    154.96       NaN     992.4    1014.8     0.02 
      329    1959-09-26     74     60       68.417       62.958      18.75    183.92       NaN    982.61    1004.7     0.93 
      330    1959-09-27     78     57       69.208       54.917     17.208    196.17       NaN    985.26    1007.6        0 
      331    1959-09-28     80     66       70.958       64.208     10.792     219.3       NaN    987.97    1010.2     0.23 
      332    1959-09-29     68     56       60.625        47.75        8.5     236.5       NaN    996.98    1019.6        0 
      333    1959-09-30     62     50       56.333       47.667         10       191       NaN    997.37    1020.1        0 
      334    1959-10-01     64     53       57.917       49.583     9.9583    155.88       NaN    998.48    1021.3        0 
      335    1959-10-02     77     56       65.917       55.667     8.1667    148.25       NaN    992.78    1015.3     0.03 
      336    1959-10-03     72     60         65.5       57.708     11.083    250.54       NaN    991.17    1013.6        0 
      337    1959-10-04     62     57       59.083           55     5.0833    121.65       NaN    995.53    1018.2     0.59 
      338    1959-10-05     74     60       65.167       63.042     9.5417    128.71       NaN    989.86    1012.3     0.23 
      339    1959-10-06     74     59       64.417       60.458     10.292    169.96       NaN    986.37    1008.8      0.5 
      340    1959-10-07     64     58       60.458         56.5     6.9167    236.42       NaN    986.98    1009.5        0 
      341    1959-10-08     74     45       61.833        53.75     15.167    188.58       NaN    984.03    1006.5     0.09 
      342    1959-10-09     59     41       48.375        34.75     16.583    244.04       NaN    989.37    1012.2        0 
      343    1959-10-10     65     43       53.958       45.667     11.125       198       NaN    988.79    1011.6     0.16 
      344    1959-10-11     53     39       44.083       30.333     22.083    263.67       NaN    993.12    1016.2        0 
      345    1959-10-12     54     34       44.208        32.25       8.75     283.7       NaN    997.79    1021.1        0 
      346    1959-10-13     51     42       46.917       37.917     9.0833    209.21       NaN    996.44    1019.5        0 
      347    1959-10-14     51     41       46.458         33.5     7.7917    245.88       NaN    993.51    1016.5        0 
      348    1959-10-15     66     44       54.125       41.417     11.833    195.25       NaN    992.95    1015.9        0 
      349    1959-10-16     72     52       59.792         45.5       18.5    258.04       NaN     992.1    1014.8        0 
      350    1959-10-17     53     41         47.5         31.5     13.917     310.5       NaN    997.97      1021        0 
      351    1959-10-18     59     37        46.75       31.375       9.25    193.46       NaN    994.92      1018        0 
      352    1959-10-19     68     39       52.833       34.208     12.958     191.5       NaN    993.75    1016.6        0 
      353    1959-10-20     55     45       49.792       39.792     12.917    125.92       NaN     996.1    1019.1        0 
      354    1959-10-21     54     43       48.625       41.417       9.75    88.375       NaN    1000.9    1024.1        0 
